Applicant_ID,Utilization_Ratio,Debt_to_Income,Checking_Account_Status,Loan_Duration,Age,Credit_History_Score,Loan_Purpose,Default_Status
8979,0.798,0.265,1.0,12.0,37.0,0.0,MSME,0.0
8980,0.636,0.1929,0.0,12.0,31.0,1.0,Individual,0.0
8981,0.5006,0.2805,0.0,12.0,59.0,0.0,Individual,0.0
8982,0.6684,0.3698,0.0,36.0,54.0,0.0,E-Commerce,0.0
8983,0.3129,0.4756,0.0,36.0,28.0,1.0,Individual,0.0
8984,0.1637,0.4409,0.0,24.0,54.0,0.0,Individual,0.0
8985,0.7661,0.3669,1.0,48.0,38.0,0.0,MSME,0.0
8986,0.7349,0.4709,1.0,24.0,31.0,0.0,E-Commerce,0.0
8987,0.3276,0.3687,0.0,24.0,52.0,0.0,E-Commerce,0.0
8988,0.3626,0.1977,0.0,24.0,29.0,1.0,MSME,0.0
8989,0.4821,0.19,0.0,36.0,41.0,0.0,Individual,0.0
8990,0.7891,0.4027,1.0,24.0,52.0,0.0,MSME,0.0
8991,0.2352,0.1375,0.0,36.0,43.0,0.0,Individual,0.0
8992,0.2403,0.2565,0.0,48.0,59.0,1.0,MSME,0.0
8993,0.7532,0.1893,1.0,48.0,24.0,1.0,Individual,0.0
8994,0.6603,0.4313,0.0,24.0,39.0,1.0,Individual,0.0
8995,0.6747,0.2577,0.0,48.0,46.0,1.0,MSME,0.0
8996,0.278,0.2401,0.0,12.0,36.0,1.0,MSME,0.0
8997,0.5088,0.4935,0.0,48.0,34.0,1.0,MSME,0.0
8998,0.1905,0.4225,0.0,48.0,36.0,1.0,E-Commerce,0.0
8999,0.6977,0.4344,0.0,12.0,26.0,0.0,E-Commerce,0.0
9000,0.4319,0.1343,0.0,48.0,37.0,0.0,E-Commerce,0.0
9001,0.7202,0.4066,1.0,24.0,30.0,0.0,Individual,0.0
9002,0.5402,0.3857,0.0,36.0,54.0,0.0,E-Commerce,0.0
9003,0.2893,0.3814,0.0,36.0,57.0,0.0,Individual,0.0
9004,0.2066,0.148,0.0,24.0,35.0,1.0,MSME,0.0
9005,0.4081,0.292,0.0,24.0,25.0,0.0,MSME,0.0
9006,0.2676,0.2476,0.0,12.0,44.0,1.0,MSME,0.0
9007,0.1987,0.4951,0.0,12.0,58.0,1.0,MSME,0.0
9008,0.5715,0.3435,0.0,36.0,36.0,1.0,Individual,0.0
9009,0.1005,0.4836,0.0,12.0,50.0,1.0,Individual,0.0
9010,0.1038,0.4965,0.0,48.0,46.0,0.0,Individual,0.0
9011,0.4071,0.3074,0.0,36.0,58.0,0.0,E-Commerce,0.0
9012,0.5948,0.4972,0.0,48.0,23.0,0.0,MSME,0.0
9013,0.1453,0.3217,0.0,24.0,57.0,1.0,E-Commerce,0.0
9014,0.7367,0.1485,1.0,24.0,38.0,0.0,MSME,0.0
9015,0.6908,0.342,0.0,36.0,46.0,0.0,Individual,0.0
9016,0.4521,0.1078,0.0,36.0,30.0,0.0,E-Commerce,0.0
9017,0.4497,0.1162,0.0,36.0,33.0,0.0,Individual,0.0
9018,0.3505,0.1769,0.0,48.0,37.0,0.0,MSME,0.0
9019,0.6206,0.2017,0.0,12.0,33.0,0.0,Individual,0.0
9020,0.3056,0.2115,0.0,24.0,48.0,1.0,E-Commerce,0.0
9021,0.7467,0.1625,1.0,24.0,51.0,0.0,E-Commerce,0.0
9022,0.5168,0.3353,0.0,12.0,26.0,1.0,MSME,0.0
9023,0.4993,0.1773,0.0,12.0,45.0,0.0,E-Commerce,0.0
9024,0.56,0.2988,0.0,48.0,56.0,0.0,Individual,0.0
9025,0.2354,0.378,0.0,12.0,26.0,0.0,Individual,0.0
9026,0.4276,0.3605,0.0,24.0,37.0,0.0,E-Commerce,0.0
9027,0.1437,0.4683,0.0,12.0,44.0,0.0,E-Commerce,0.0
9028,0.2923,0.4107,0.0,48.0,54.0,1.0,MSME,0.0
9029,0.3194,0.2131,0.0,48.0,50.0,1.0,MSME,0.0
9030,0.5713,0.268,0.0,24.0,27.0,1.0,Individual,0.0
9031,0.6976,0.469,0.0,36.0,31.0,0.0,MSME,0.0
9032,0.3044,0.497,0.0,36.0,46.0,0.0,Individual,0.0
9033,0.4178,0.1624,0.0,24.0,32.0,0.0,E-Commerce,0.0
9034,0.6255,0.4523,0.0,48.0,48.0,0.0,E-Commerce,0.0
9035,0.4206,0.1765,0.0,36.0,57.0,0.0,MSME,0.0
9036,0.4728,0.2282,0.0,12.0,55.0,0.0,Individual,0.0
9037,0.5214,0.4893,0.0,48.0,55.0,0.0,MSME,0.0
9038,0.3894,0.1726,0.0,12.0,57.0,0.0,E-Commerce,0.0
9039,0.2852,0.2652,0.0,24.0,59.0,1.0,E-Commerce,0.0
9040,0.1296,0.1295,0.0,36.0,40.0,0.0,MSME,0.0
9041,0.4611,0.3968,0.0,24.0,59.0,0.0,E-Commerce,0.0
9042,0.6339,0.195,0.0,24.0,53.0,0.0,Individual,0.0
9043,0.1179,0.2267,0.0,24.0,32.0,0.0,Individual,0.0
9044,0.2627,0.2345,0.0,48.0,52.0,1.0,MSME,0.0
9045,0.4611,0.2113,0.0,48.0,36.0,1.0,E-Commerce,0.0
9046,0.489,0.3342,0.0,36.0,27.0,0.0,E-Commerce,0.0
9047,0.3551,0.1647,0.0,12.0,49.0,1.0,MSME,0.0
9048,0.3389,0.3141,0.0,48.0,43.0,0.0,Individual,0.0
9049,0.1098,0.2952,0.0,12.0,46.0,0.0,Individual,0.0
9050,0.2822,0.1534,0.0,36.0,54.0,0.0,Individual,0.0
9051,0.7428,0.1829,1.0,36.0,56.0,0.0,MSME,0.0
9052,0.6156,0.1363,0.0,12.0,56.0,1.0,MSME,0.0
9053,0.2139,0.3713,0.0,12.0,37.0,0.0,MSME,0.0
9054,0.642,0.397,0.0,12.0,54.0,0.0,E-Commerce,0.0
9055,0.795,0.1172,1.0,24.0,36.0,1.0,Individual,0.0
9056,0.7699,0.2067,1.0,48.0,44.0,0.0,E-Commerce,0.0
9057,0.3867,0.1655,0.0,24.0,52.0,0.0,E-Commerce,0.0
9058,0.1348,0.2671,0.0,12.0,24.0,0.0,MSME,0.0
9059,0.7842,0.3971,1.0,12.0,54.0,0.0,MSME,0.0
9060,0.6139,0.1628,0.0,36.0,34.0,1.0,Individual,0.0
9061,0.3781,0.2139,0.0,36.0,35.0,0.0,Individual,0.0
9062,0.7374,0.2679,1.0,12.0,52.0,0.0,MSME,0.0
9063,0.3133,0.2041,0.0,48.0,37.0,0.0,Individual,0.0
9064,0.5271,0.4583,0.0,12.0,27.0,1.0,MSME,0.0
9065,0.7141,0.4504,1.0,12.0,34.0,1.0,E-Commerce,0.0
9066,0.7106,0.2923,1.0,36.0,43.0,0.0,Individual,0.0
9067,0.7353,0.2205,1.0,12.0,53.0,0.0,E-Commerce,0.0
9068,0.6361,0.1473,0.0,48.0,56.0,0.0,E-Commerce,0.0
9069,0.7615,0.4289,1.0,36.0,30.0,0.0,MSME,0.0
9070,0.3456,0.2708,0.0,48.0,59.0,0.0,Individual,0.0
9071,0.2601,0.363,0.0,48.0,23.0,0.0,MSME,0.0
9072,0.5409,0.2452,0.0,36.0,54.0,1.0,Individual,0.0
9073,0.3919,0.2809,0.0,24.0,33.0,0.0,Individual,0.0
9074,0.1991,0.1515,0.0,48.0,39.0,1.0,MSME,0.0
9075,0.6189,0.2464,0.0,48.0,48.0,0.0,Individual,0.0
9076,0.437,0.1374,0.0,48.0,33.0,0.0,E-Commerce,0.0
9077,0.4264,0.2781,0.0,36.0,24.0,1.0,MSME,0.0
9078,0.1636,0.4368,0.0,24.0,27.0,0.0,Individual,0.0
9079,0.7752,0.3495,1.0,24.0,52.0,1.0,Individual,0.0
9080,0.5363,0.3867,0.0,36.0,49.0,1.0,Individual,0.0
9081,0.6595,0.1646,0.0,24.0,56.0,0.0,E-Commerce,0.0
9082,0.3823,0.2464,0.0,36.0,30.0,0.0,MSME,0.0
9083,0.3845,0.3708,0.0,24.0,45.0,0.0,E-Commerce,0.0
9084,0.2798,0.2002,0.0,12.0,58.0,1.0,MSME,0.0
9085,0.3392,0.2398,0.0,12.0,41.0,1.0,E-Commerce,0.0
9086,0.1332,0.4319,0.0,36.0,39.0,1.0,Individual,0.0
9087,0.2938,0.2028,0.0,24.0,42.0,1.0,MSME,0.0
9088,0.5628,0.3174,0.0,12.0,48.0,0.0,Individual,0.0
9089,0.3227,0.1559,0.0,36.0,39.0,0.0,E-Commerce,0.0
9090,0.5362,0.2413,0.0,36.0,49.0,0.0,E-Commerce,0.0
9091,0.3499,0.165,0.0,24.0,25.0,0.0,E-Commerce,0.0
9092,0.2353,0.4608,0.0,36.0,56.0,1.0,MSME,0.0
9093,0.4313,0.4554,0.0,36.0,55.0,0.0,Individual,0.0
9094,0.7712,0.4921,1.0,48.0,54.0,0.0,MSME,0.0
9095,0.1915,0.471,0.0,24.0,47.0,0.0,MSME,0.0
9096,0.6963,0.1433,0.0,48.0,47.0,0.0,E-Commerce,0.0
9097,0.3183,0.3183,0.0,48.0,27.0,0.0,Individual,0.0
9098,0.5278,0.4947,0.0,48.0,31.0,1.0,E-Commerce,0.0
9099,0.4871,0.2388,0.0,36.0,34.0,0.0,E-Commerce,0.0
9100,0.2498,0.286,0.0,12.0,51.0,0.0,Individual,0.0
9101,0.1512,0.2925,0.0,36.0,26.0,0.0,MSME,0.0
9102,0.1391,0.3533,0.0,24.0,22.0,0.0,E-Commerce,0.0
9103,0.1183,0.3453,0.0,36.0,59.0,1.0,Individual,0.0
9104,0.325,0.4602,0.0,12.0,52.0,0.0,E-Commerce,0.0
9105,0.3561,0.4147,0.0,36.0,37.0,0.0,E-Commerce,0.0
9106,0.6447,0.4549,0.0,24.0,49.0,1.0,E-Commerce,0.0
9107,0.7513,0.4339,1.0,48.0,56.0,0.0,MSME,0.0
9108,0.3976,0.3023,0.0,48.0,50.0,0.0,E-Commerce,0.0
9109,0.5689,0.2348,0.0,48.0,55.0,0.0,MSME,0.0
9110,0.6,0.4591,0.0,36.0,36.0,0.0,E-Commerce,0.0
9111,0.772,0.4214,1.0,48.0,46.0,0.0,E-Commerce,0.0
9112,0.1394,0.4343,0.0,48.0,35.0,0.0,E-Commerce,0.0
9113,0.1801,0.2147,0.0,24.0,37.0,0.0,Individual,0.0
9114,0.2417,0.4554,0.0,24.0,24.0,0.0,MSME,0.0
9115,0.4639,0.149,0.0,48.0,56.0,1.0,E-Commerce,0.0
9116,0.6234,0.3192,0.0,48.0,52.0,1.0,E-Commerce,0.0
9117,0.4086,0.4238,0.0,12.0,54.0,0.0,Individual,0.0
9118,0.3912,0.3284,0.0,48.0,25.0,0.0,E-Commerce,0.0
9119,0.1183,0.4329,0.0,48.0,33.0,0.0,MSME,0.0
9120,0.3272,0.368,0.0,12.0,35.0,0.0,MSME,0.0
9121,0.1984,0.4755,0.0,12.0,58.0,0.0,Individual,0.0
9122,0.2677,0.2962,0.0,24.0,56.0,1.0,E-Commerce,0.0
9123,0.5192,0.1239,0.0,12.0,49.0,1.0,MSME,0.0
9124,0.3436,0.1656,0.0,24.0,27.0,0.0,E-Commerce,0.0
9125,0.1234,0.2599,0.0,36.0,55.0,0.0,E-Commerce,0.0
9126,0.5893,0.3113,0.0,24.0,55.0,1.0,E-Commerce,0.0
9127,0.745,0.4628,1.0,12.0,56.0,0.0,E-Commerce,0.0
9128,0.1599,0.4224,0.0,36.0,47.0,0.0,MSME,0.0
9129,0.5276,0.4813,0.0,12.0,41.0,1.0,Individual,0.0
9130,0.7166,0.3194,1.0,48.0,35.0,0.0,E-Commerce,0.0
9131,0.1827,0.2445,0.0,12.0,41.0,1.0,Individual,0.0
9132,0.5643,0.4724,0.0,24.0,53.0,0.0,MSME,0.0
9133,0.4789,0.4905,0.0,24.0,24.0,0.0,E-Commerce,0.0
9134,0.1701,0.4144,0.0,12.0,37.0,0.0,MSME,0.0
9135,0.6093,0.2187,0.0,36.0,34.0,0.0,Individual,0.0
9136,0.2193,0.2526,0.0,12.0,37.0,1.0,E-Commerce,0.0
9137,0.702,0.2883,1.0,48.0,42.0,0.0,E-Commerce,0.0
9138,0.6975,0.1537,0.0,48.0,48.0,0.0,MSME,0.0
9139,0.6216,0.2791,0.0,24.0,32.0,0.0,Individual,0.0
9140,0.2743,0.2258,0.0,48.0,46.0,1.0,E-Commerce,0.0
9141,0.6209,0.4739,0.0,48.0,46.0,0.0,E-Commerce,0.0
9142,0.5924,0.2254,0.0,36.0,54.0,0.0,MSME,0.0
9143,0.7947,0.322,1.0,36.0,38.0,1.0,Individual,0.0
9144,0.4298,0.1666,0.0,12.0,49.0,0.0,E-Commerce,0.0
9145,0.5131,0.2887,0.0,12.0,23.0,1.0,MSME,0.0
9146,0.1632,0.262,0.0,12.0,32.0,0.0,MSME,0.0
9147,0.5056,0.1887,0.0,12.0,31.0,0.0,E-Commerce,0.0
9148,0.2857,0.4689,0.0,48.0,29.0,0.0,Individual,0.0
9149,0.548,0.3419,0.0,24.0,51.0,0.0,E-Commerce,0.0
9150,0.3705,0.3538,0.0,48.0,28.0,0.0,E-Commerce,0.0
9151,0.2956,0.2362,0.0,36.0,39.0,0.0,Individual,0.0
9152,0.3239,0.2349,0.0,48.0,38.0,0.0,E-Commerce,0.0
9153,0.3061,0.4213,0.0,24.0,36.0,0.0,Individual,0.0
9154,0.1104,0.3401,0.0,36.0,26.0,0.0,MSME,0.0
9155,0.6964,0.3327,0.0,48.0,58.0,1.0,Individual,0.0
9156,0.1001,0.4065,0.0,36.0,25.0,1.0,E-Commerce,0.0
9157,0.3859,0.1314,0.0,36.0,32.0,0.0,MSME,0.0
9158,0.6694,0.2148,0.0,36.0,41.0,1.0,E-Commerce,0.0
9159,0.1007,0.306,0.0,12.0,27.0,0.0,E-Commerce,0.0
9160,0.4528,0.1515,0.0,36.0,38.0,0.0,Individual,0.0
9161,0.4827,0.2153,0.0,24.0,36.0,0.0,E-Commerce,0.0
9162,0.6416,0.1113,0.0,36.0,47.0,1.0,MSME,0.0
9163,0.644,0.3037,0.0,24.0,44.0,1.0,E-Commerce,0.0
9164,0.73,0.3554,1.0,48.0,47.0,0.0,Individual,0.0
9165,0.3423,0.4688,0.0,12.0,40.0,0.0,MSME,0.0
9166,0.5033,0.2147,0.0,36.0,24.0,0.0,MSME,0.0
9167,0.431,0.4395,0.0,36.0,35.0,0.0,MSME,0.0
9168,0.2811,0.3629,0.0,48.0,38.0,0.0,E-Commerce,0.0
9169,0.6365,0.3613,0.0,48.0,38.0,0.0,Individual,0.0
9170,0.5903,0.202,0.0,36.0,55.0,1.0,MSME,0.0
9171,0.4542,0.2699,0.0,36.0,22.0,0.0,E-Commerce,0.0
9172,0.3277,0.1998,0.0,48.0,47.0,0.0,E-Commerce,0.0
9173,0.6859,0.4281,0.0,36.0,22.0,0.0,MSME,0.0
9174,0.7336,0.2154,1.0,24.0,25.0,0.0,MSME,0.0
9175,0.3602,0.2995,0.0,24.0,31.0,0.0,E-Commerce,0.0
9176,0.542,0.1693,0.0,12.0,44.0,1.0,Individual,0.0
9177,0.1871,0.1446,0.0,48.0,40.0,0.0,Individual,0.0
9178,0.6432,0.4564,0.0,12.0,25.0,1.0,MSME,0.0
9179,0.4946,0.3446,0.0,48.0,50.0,0.0,E-Commerce,0.0
9180,0.5901,0.2841,0.0,36.0,27.0,1.0,E-Commerce,0.0
9181,0.3853,0.3663,0.0,12.0,47.0,0.0,E-Commerce,0.0
9182,0.2919,0.4777,0.0,36.0,57.0,0.0,Individual,0.0
9183,0.5356,0.2831,0.0,12.0,38.0,1.0,MSME,0.0
9184,0.4041,0.2773,0.0,24.0,44.0,0.0,Individual,0.0
9185,0.6344,0.3208,0.0,12.0,54.0,0.0,Individual,0.0
9186,0.5904,0.4085,0.0,12.0,47.0,0.0,Individual,0.0
9187,0.3147,0.4851,0.0,36.0,31.0,0.0,Individual,0.0
9188,0.6852,0.2689,0.0,36.0,23.0,0.0,E-Commerce,0.0
9189,0.2229,0.1235,0.0,12.0,43.0,0.0,MSME,0.0
9190,0.2418,0.1495,0.0,36.0,39.0,1.0,E-Commerce,0.0
9191,0.1531,0.4557,0.0,12.0,39.0,0.0,MSME,0.0
9192,0.6833,0.2669,0.0,48.0,57.0,1.0,MSME,0.0
9193,0.6757,0.1877,0.0,48.0,42.0,0.0,E-Commerce,0.0
9194,0.4961,0.1519,0.0,48.0,42.0,0.0,E-Commerce,0.0
9195,0.6248,0.4314,0.0,48.0,58.0,0.0,Individual,0.0
9196,0.3761,0.2264,0.0,12.0,54.0,0.0,MSME,0.0
9197,0.3996,0.3724,0.0,24.0,42.0,1.0,MSME,0.0
9198,0.559,0.4533,0.0,12.0,53.0,0.0,E-Commerce,0.0
9199,0.124,0.2459,0.0,48.0,51.0,1.0,MSME,0.0
9200,0.2024,0.157,0.0,36.0,50.0,0.0,E-Commerce,0.0
9201,0.1239,0.127,0.0,24.0,41.0,1.0,E-Commerce,0.0
9202,0.5329,0.3406,0.0,48.0,41.0,0.0,Individual,0.0
9203,0.4719,0.4161,0.0,24.0,39.0,0.0,MSME,0.0
9204,0.435,0.415,0.0,36.0,53.0,0.0,MSME,0.0
9205,0.5362,0.299,0.0,48.0,28.0,1.0,Individual,0.0
9206,0.1002,0.2554,0.0,48.0,31.0,1.0,Individual,0.0
9207,0.3875,0.4099,0.0,36.0,35.0,0.0,E-Commerce,0.0
9208,0.7203,0.1031,1.0,24.0,34.0,0.0,E-Commerce,0.0
9209,0.7413,0.4476,1.0,12.0,42.0,0.0,E-Commerce,0.0
9210,0.5899,0.3595,0.0,48.0,40.0,1.0,E-Commerce,0.0
9211,0.5051,0.4483,0.0,48.0,48.0,1.0,E-Commerce,0.0
9212,0.2372,0.3416,0.0,12.0,39.0,0.0,E-Commerce,0.0
9213,0.4499,0.2467,0.0,24.0,40.0,0.0,E-Commerce,0.0
9214,0.5216,0.3594,0.0,36.0,35.0,0.0,E-Commerce,0.0
9215,0.157,0.3659,0.0,12.0,52.0,0.0,E-Commerce,0.0
9216,0.6638,0.4695,0.0,24.0,26.0,0.0,MSME,0.0
9217,0.1008,0.4144,0.0,36.0,34.0,1.0,E-Commerce,0.0
9218,0.511,0.2999,0.0,48.0,51.0,0.0,MSME,0.0
9219,0.15,0.3624,0.0,24.0,49.0,0.0,Individual,0.0
9220,0.3927,0.4729,0.0,12.0,42.0,1.0,E-Commerce,0.0
9221,0.7244,0.3331,1.0,24.0,34.0,0.0,E-Commerce,0.0
9222,0.2078,0.4138,0.0,12.0,37.0,0.0,MSME,0.0
9223,0.3004,0.2966,0.0,24.0,32.0,1.0,Individual,0.0
9224,0.6839,0.3747,0.0,24.0,48.0,1.0,Individual,0.0
9225,0.414,0.1957,0.0,24.0,27.0,1.0,MSME,0.0
9226,0.3727,0.4294,0.0,12.0,34.0,1.0,E-Commerce,0.0
9227,0.289,0.1473,0.0,12.0,25.0,0.0,Individual,0.0
9228,0.5601,0.2816,0.0,36.0,22.0,0.0,E-Commerce,0.0
9229,0.5735,0.1983,0.0,24.0,25.0,0.0,Individual,0.0
9230,0.6426,0.2011,0.0,48.0,26.0,0.0,E-Commerce,0.0
9231,0.7644,0.3023,1.0,24.0,23.0,0.0,Individual,0.0
9232,0.2734,0.2297,0.0,12.0,25.0,0.0,E-Commerce,0.0
9233,0.4262,0.3791,0.0,12.0,51.0,0.0,Individual,0.0
9234,0.2506,0.3391,0.0,36.0,47.0,0.0,MSME,0.0
9235,0.2458,0.2497,0.0,12.0,39.0,0.0,MSME,0.0
9236,0.2538,0.3106,0.0,36.0,29.0,0.0,E-Commerce,0.0
9237,0.4718,0.3775,0.0,48.0,51.0,0.0,E-Commerce,0.0
9238,0.3867,0.1724,0.0,12.0,51.0,0.0,MSME,0.0
9239,0.1929,0.3957,0.0,12.0,41.0,1.0,Individual,0.0
9240,0.7876,0.1671,1.0,36.0,25.0,0.0,MSME,0.0
9241,0.7453,0.2721,1.0,12.0,32.0,0.0,E-Commerce,0.0
9242,0.2196,0.4889,0.0,48.0,31.0,0.0,Individual,0.0
9243,0.1242,0.3324,0.0,36.0,55.0,1.0,E-Commerce,0.0
9244,0.619,0.4635,0.0,12.0,34.0,1.0,MSME,0.0
9245,0.4441,0.2324,0.0,48.0,25.0,0.0,MSME,0.0
9246,0.3354,0.2309,0.0,12.0,47.0,0.0,MSME,0.0
9247,0.4376,0.3503,0.0,12.0,31.0,0.0,Individual,0.0
9248,0.5402,0.3063,0.0,12.0,36.0,1.0,E-Commerce,0.0
9249,0.575,0.1646,0.0,12.0,56.0,0.0,MSME,0.0
9250,0.4182,0.4609,0.0,24.0,55.0,0.0,E-Commerce,0.0
9251,0.309,0.2026,0.0,12.0,44.0,1.0,E-Commerce,0.0
9252,0.1336,0.3831,0.0,48.0,22.0,0.0,MSME,0.0
9253,0.2017,0.4106,0.0,36.0,37.0,0.0,MSME,0.0
9254,0.7721,0.2862,1.0,24.0,24.0,0.0,E-Commerce,0.0
9255,0.2034,0.4752,0.0,24.0,25.0,1.0,MSME,0.0
9256,0.3676,0.1134,0.0,48.0,48.0,0.0,MSME,0.0
9257,0.2933,0.2009,0.0,36.0,39.0,0.0,Individual,0.0
9258,0.3522,0.3269,0.0,24.0,36.0,0.0,E-Commerce,0.0
9259,0.5297,0.4465,0.0,36.0,47.0,0.0,E-Commerce,0.0
9260,0.4912,0.4881,0.0,12.0,38.0,1.0,MSME,0.0
9261,0.321,0.4059,0.0,24.0,49.0,0.0,MSME,0.0
9262,0.626,0.289,0.0,24.0,36.0,0.0,MSME,0.0
9263,0.3044,0.2243,0.0,24.0,25.0,1.0,E-Commerce,0.0
9264,0.6807,0.3501,0.0,12.0,56.0,1.0,MSME,0.0
9265,0.2257,0.3493,0.0,48.0,40.0,0.0,MSME,0.0
9266,0.1774,0.2774,0.0,48.0,35.0,1.0,Individual,0.0
9267,0.1657,0.4798,0.0,12.0,29.0,1.0,Individual,0.0
9268,0.3409,0.1071,0.0,36.0,40.0,0.0,MSME,0.0
9269,0.7797,0.2435,1.0,48.0,30.0,0.0,Individual,0.0
9270,0.3782,0.1734,0.0,36.0,39.0,0.0,Individual,0.0
9271,0.7977,0.1265,1.0,12.0,46.0,0.0,E-Commerce,0.0
9272,0.3309,0.3365,0.0,48.0,47.0,0.0,Individual,0.0
9273,0.5943,0.1871,0.0,12.0,38.0,0.0,MSME,0.0
9274,0.7411,0.3847,1.0,36.0,41.0,0.0,Individual,0.0
9275,0.2463,0.1138,0.0,12.0,46.0,0.0,MSME,0.0
9276,0.6466,0.2364,0.0,36.0,53.0,0.0,Individual,0.0
9277,0.5676,0.3374,0.0,36.0,59.0,1.0,E-Commerce,0.0
9278,0.4339,0.4858,0.0,24.0,58.0,0.0,E-Commerce,0.0
9279,0.6453,0.2458,0.0,48.0,23.0,0.0,MSME,0.0
9280,0.7913,0.3492,1.0,12.0,55.0,0.0,E-Commerce,0.0
9281,0.7525,0.1251,1.0,24.0,51.0,0.0,Individual,0.0
9282,0.1003,0.3511,0.0,24.0,35.0,0.0,Individual,0.0
9283,0.5443,0.2918,0.0,36.0,48.0,0.0,Individual,0.0
9284,0.5712,0.3005,0.0,36.0,51.0,0.0,MSME,0.0
9285,0.2676,0.3064,0.0,36.0,30.0,1.0,E-Commerce,0.0
9286,0.6392,0.2923,0.0,24.0,40.0,0.0,MSME,0.0
9287,0.5094,0.2562,0.0,12.0,42.0,0.0,MSME,0.0
9288,0.176,0.1058,0.0,24.0,51.0,0.0,MSME,0.0
9289,0.7308,0.1494,1.0,24.0,51.0,0.0,Individual,0.0
9290,0.4797,0.3518,0.0,12.0,31.0,0.0,E-Commerce,0.0
9291,0.3755,0.2891,0.0,24.0,28.0,0.0,E-Commerce,0.0
9292,0.6401,0.3805,0.0,12.0,43.0,0.0,Individual,0.0
9293,0.5924,0.2954,0.0,24.0,42.0,1.0,MSME,0.0
9294,0.7632,0.4344,1.0,36.0,55.0,1.0,MSME,0.0
9295,0.1281,0.3838,0.0,12.0,44.0,0.0,E-Commerce,0.0
9296,0.1841,0.3393,0.0,24.0,53.0,1.0,MSME,0.0
9297,0.2272,0.485,0.0,12.0,31.0,0.0,Individual,0.0
9298,0.5804,0.2157,0.0,24.0,28.0,1.0,Individual,0.0
9299,0.185,0.3425,0.0,36.0,28.0,0.0,MSME,0.0
9300,0.1602,0.4889,0.0,24.0,50.0,0.0,MSME,0.0
9301,0.227,0.1985,0.0,24.0,59.0,1.0,MSME,0.0
9302,0.4714,0.3897,0.0,36.0,55.0,0.0,E-Commerce,0.0
9303,0.5671,0.2042,0.0,36.0,24.0,0.0,Individual,0.0
9304,0.1182,0.3773,0.0,48.0,22.0,0.0,MSME,0.0
9305,0.5877,0.192,0.0,24.0,23.0,1.0,MSME,0.0
9306,0.2812,0.4217,0.0,12.0,57.0,0.0,E-Commerce,0.0
9307,0.7363,0.2708,1.0,48.0,37.0,0.0,Individual,0.0
9308,0.3925,0.336,0.0,48.0,54.0,0.0,Individual,0.0
9309,0.4231,0.4514,0.0,12.0,56.0,0.0,E-Commerce,0.0
9310,0.5408,0.1439,0.0,12.0,38.0,0.0,E-Commerce,0.0
9311,0.165,0.2778,0.0,36.0,22.0,0.0,Individual,0.0
9312,0.7025,0.1993,1.0,24.0,37.0,1.0,MSME,0.0
9313,0.1246,0.1058,0.0,48.0,23.0,1.0,Individual,0.0
9314,0.5011,0.3802,0.0,48.0,47.0,0.0,Individual,0.0
9315,0.2557,0.1946,0.0,12.0,55.0,0.0,Individual,0.0
9316,0.1266,0.1869,0.0,24.0,40.0,0.0,MSME,0.0
9317,0.6661,0.1016,0.0,24.0,31.0,1.0,MSME,0.0
9318,0.1706,0.2661,0.0,12.0,33.0,0.0,Individual,0.0
9319,0.6933,0.3723,0.0,24.0,27.0,0.0,Individual,0.0
9320,0.1254,0.2339,0.0,24.0,26.0,0.0,E-Commerce,0.0
9321,0.3623,0.4747,0.0,48.0,24.0,0.0,MSME,0.0
9322,0.1181,0.231,0.0,48.0,33.0,0.0,E-Commerce,0.0
9323,0.243,0.4645,0.0,12.0,24.0,0.0,E-Commerce,0.0
9324,0.7145,0.4105,1.0,36.0,22.0,1.0,E-Commerce,0.0
9325,0.2923,0.2514,0.0,12.0,53.0,1.0,Individual,0.0
9326,0.3657,0.3127,0.0,48.0,45.0,0.0,Individual,0.0
9327,0.4276,0.493,0.0,12.0,28.0,0.0,E-Commerce,0.0
9328,0.5674,0.2495,0.0,36.0,25.0,0.0,E-Commerce,0.0
9329,0.2332,0.2922,0.0,36.0,35.0,0.0,E-Commerce,0.0
9330,0.5099,0.3,0.0,36.0,32.0,0.0,MSME,0.0
9331,0.4446,0.217,0.0,48.0,48.0,0.0,Individual,0.0
9332,0.4307,0.1968,0.0,36.0,23.0,1.0,E-Commerce,0.0
9333,0.7039,0.4167,1.0,36.0,53.0,0.0,E-Commerce,0.0
9334,0.2124,0.1785,0.0,36.0,54.0,0.0,MSME,0.0
9335,0.3048,0.3398,0.0,12.0,51.0,0.0,E-Commerce,0.0
9336,0.4861,0.1233,0.0,36.0,29.0,0.0,MSME,0.0
9337,0.4151,0.1506,0.0,24.0,52.0,0.0,MSME,0.0
9338,0.2255,0.3514,0.0,12.0,46.0,0.0,MSME,0.0
9339,0.7572,0.1962,1.0,24.0,57.0,1.0,E-Commerce,0.0
9340,0.3147,0.3792,0.0,24.0,40.0,0.0,Individual,0.0
9341,0.4968,0.4674,0.0,12.0,40.0,0.0,MSME,0.0
9342,0.6623,0.4693,0.0,12.0,32.0,0.0,MSME,0.0
9343,0.5892,0.3833,0.0,36.0,32.0,0.0,MSME,0.0
9344,0.636,0.4548,0.0,48.0,57.0,0.0,MSME,0.0
9345,0.2571,0.2843,0.0,12.0,58.0,0.0,Individual,0.0
